,年月,customer_id,count_pred,count_0,count_1,count_2,count_3,count_4,count_5,start_date,now_date,period
8554,201901,HI368031,7,8.0,10.0,9.0,8.0,3.0,8.0,2018-04-03,2019-01-01,8
8555,201901,HI372505,6,4.0,5.0,8.0,3.0,4.0,7.0,2018-05-01,2019-01-01,8
8569,201901,HI402688,4,3.0,2.0,3.0,6.0,6.0,5.0,2018-04-12,2019-01-01,8
8575,201901,HI415680,4,4.0,5.0,3.0,7.0,7.0,7.0,2018-06-09,2019-01-01,6
8582,201901,HI446535,4,1.0,2.0,8.0,7.0,6.0,7.0,2018-05-05,2019-01-01,7
8591,201901,HI474778,5,7.0,6.0,6.0,7.0,9.0,5.0,2018-05-04,2019-01-01,7
8596,201901,HI484575,7,9.0,10.0,8.0,12.0,10.0,8.0,2018-07-08,2019-01-01,5
8607,201901,HI513968,8,8.0,7.0,8.0,6.0,7.0,10.0,2018-06-06,2019-01-01,6
8618,201901,HI555356,5,2.0,2.0,1.0,8.0,7.0,6.0,2018-07-11,2019-01-01,5
8622,201901,HI560276,2,1.0,2.0,5.0,5.0,6.0,7.0,2018-06-08,2019-01-01,6
8624,201901,HI562740,9,7.0,7.0,10.0,9.0,7.0,6.0,2018-05-06,2019-01-01,7
8628,201901,HI570258,1,4.0,4.0,2.0,4.0,2.0,5.0,2018-04-11,2019-01-01,8
8632,201901,HI575026,8,7.0,8.0,7.0,7.0,8.0,6.0,2018-05-05,2019-01-01,7
8637,201901,HI587459,10,8.0,7.0,9.0,10.0,7.0,7.0,2018-07-12,2019-01-01,5
8639,201901,HI599889,6,6.0,8.0,8.0,6.0,8.0,6.0,2018-04-13,2019-01-01,8
8647,201901,HI615448,8,8.0,8.0,5.0,7.0,4.0,9.0,2018-07-05,2019-01-01,5
8648,201901,HI620428,6,3.0,2.0,2.0,6.0,7.0,7.0,2018-06-06,2019-01-01,6
8650,201901,HI630247,7,9.0,9.0,7.0,6.0,8.0,9.0,2018-05-01,2019-01-01,8
8671,201901,HI680854,1,3.0,5.0,3.0,3.0,2.0,7.0,2018-06-14,2019-01-01,6
8681,201901,HI732386,3,2.0,3.0,4.0,4.0,7.0,6.0,2018-05-13,2019-01-01,7
8696,201901,HI778952,7,9.0,6.0,9.0,9.0,5.0,8.0,2018-07-01,2019-01-01,6
8706,201901,HI819179,7,7.0,9.0,10.0,8.0,8.0,7.0,2018-07-09,2019-01-01,5
8712,201901,HI844972,3,1.0,2.0,2.0,2.0,3.0,7.0,2018-06-05,2019-01-01,6
8718,201901,HI864084,4,4.0,3.0,3.0,5.0,5.0,4.0,2018-06-14,2019-01-01,6
8719,201901,HI866614,6,7.0,8.0,8.0,8.0,7.0,8.0,2018-05-01,2019-01-01,8
8743,201901,HI948138,3,1.0,5.0,4.0,7.0,7.0,10.0,2018-07-08,2019-01-01,5
8747,201901,HI958817,2,3.0,3.0,1.0,2.0,5.0,4.0,2018-06-09,2019-01-01,6
8762,201901,IK000432,3,3.0,3.0,5.0,4.0,7.0,8.0,2018-05-01,2019-01-01,8
8777,201901,IK026319,4,3.0,3.0,4.0,5.0,6.0,7.0,2018-05-13,2019-01-01,7
8784,201901,IK042838,6,7.0,9.0,10.0,8.0,7.0,6.0,2018-04-04,2019-01-01,8
8785,201901,IK044135,3,1.0,4.0,4.0,4.0,6.0,7.0,2018-05-13,2019-01-01,7
8798,201901,IK082424,5,3.0,3.0,4.0,5.0,7.0,7.0,2018-04-14,2019-01-01,8
8826,201901,IK190403,2,3.0,7.0,2.0,5.0,3.0,4.0,2018-04-07,2019-01-01,8
8837,201901,IK234815,8,5.0,7.0,5.0,7.0,7.0,9.0,2018-05-12,2019-01-01,7
8847,201901,IK266585,7,9.0,8.0,11.0,11.0,8.0,8.0,2018-05-14,2019-01-01,7
8858,201901,IK311371,5,4.0,3.0,1.0,5.0,6.0,10.0,2018-05-12,2019-01-01,7
8862,201901,IK322778,5,10.0,8.0,8.0,7.0,7.0,10.0,2018-06-05,2019-01-01,6
8870,201901,IK356680,8,8.0,8.0,10.0,9.0,9.0,8.0,2018-05-02,2019-01-01,7
8874,201901,IK364005,9,7.0,9.0,10.0,8.0,7.0,9.0,2018-06-06,2019-01-01,6
8888,201901,IK407687,3,3.0,1.0,3.0,3.0,3.0,7.0,2018-04-03,2019-01-01,8
8890,201901,IK429268,8,7.0,6.0,6.0,7.0,10.0,7.0,2018-04-06,2019-01-01,8
8898,201901,IK453226,8,5.0,8.0,7.0,6.0,8.0,8.0,2018-06-02,2019-01-01,6
8908,201901,IK491887,3,2.0,5.0,2.0,3.0,5.0,6.0,2018-04-08,2019-01-01,8
8914,201901,IK519538,3,1.0,3.0,9.0,6.0,4.0,8.0,2018-07-15,2019-01-01,5
8918,201901,IK537890,6,10.0,9.0,8.0,9.0,9.0,8.0,2018-07-06,2019-01-01,5
8920,201901,IK548249,2,3.0,4.0,6.0,4.0,6.0,8.0,2018-06-02,2019-01-01,6
8935,201901,IK575241,2,3.0,3.0,4.0,4.0,6.0,5.0,2018-05-04,2019-01-01,7
8937,201901,IK578389,2,1.0,2.0,5.0,1.0,6.0,8.0,2018-07-15,2019-01-01,5
8941,201901,IK584824,7,11.0,12.0,8.0,8.0,5.0,7.0,2018-04-08,2019-01-01,8
8948,201901,IK611614,8,8.0,9.0,8.0,8.0,7.0,7.0,2018-05-09,2019-01-01,7
8953,201901,IK617484,2,3.0,5.0,4.0,6.0,6.0,11.0,2018-07-10,2019-01-01,5
8959,201901,IK626501,6,9.0,9.0,6.0,8.0,10.0,5.0,2018-06-10,2019-01-01,6
8960,201901,IK629720,5,2.0,2.0,5.0,5.0,6.0,8.0,2018-07-03,2019-01-01,5
8963,201901,IK638789,9,8.0,7.0,8.0,8.0,8.0,8.0,2018-06-10,2019-01-01,6
8964,201901,IK642724,5,6.0,7.0,5.0,3.0,2.0,9.0,2018-04-15,2019-01-01,8
8968,201901,IK660380,4,3.0,5.0,7.0,1.0,5.0,6.0,2018-05-10,2019-01-01,7
8970,201901,IK661529,4,3.0,3.0,4.0,7.0,5.0,8.0,2018-04-01,2019-01-01,9
8971,201901,IK662753,6,8.0,9.0,9.0,7.0,8.0,6.0,2018-06-05,2019-01-01,6
8976,201901,IK679682,1,4.0,1.0,6.0,3.0,4.0,5.0,2018-04-05,2019-01-01,8
8982,201901,IK697935,1,4.0,5.0,2.0,4.0,4.0,6.0,2018-04-09,2019-01-01,8
8985,201901,IK704656,6,9.0,8.0,6.0,8.0,8.0,8.0,2018-04-13,2019-01-01,8
8986,201901,IK714626,2,4.0,1.0,5.0,4.0,4.0,6.0,2018-05-05,2019-01-01,7
9003,201901,IK757849,4,3.0,2.0,4.0,5.0,8.0,9.0,2018-07-09,2019-01-01,5
9004,201901,IK758927,7,6.0,8.0,8.0,6.0,8.0,7.0,2018-06-03,2019-01-01,6
9005,201901,IK761183,7,10.0,8.0,8.0,8.0,9.0,8.0,2018-06-12,2019-01-01,6
9006,201901,IK761631,3,5.0,2.0,3.0,1.0,5.0,4.0,2018-04-13,2019-01-01,8
9009,201901,IK782104,3,2.0,5.0,6.0,8.0,4.0,5.0,2018-04-02,2019-01-01,8
9016,201901,IK802877,9,8.0,8.0,6.0,9.0,8.0,11.0,2018-05-04,2019-01-01,7
9020,201901,IK820199,4,3.0,7.0,3.0,6.0,6.0,9.0,2018-07-03,2019-01-01,5
9030,201901,IK854778,3,3.0,4.0,1.0,2.0,1.0,5.0,2018-06-02,2019-01-01,6
9032,201901,IK861991,9,6.0,10.0,11.0,8.0,11.0,12.0,2018-07-09,2019-01-01,5
9033,201901,IK862574,3,1.0,2.0,5.0,5.0,5.0,8.0,2018-05-06,2019-01-01,7
9041,201901,IK881709,3,2.0,1.0,3.0,3.0,5.0,7.0,2018-04-01,2019-01-01,9
9046,201901,IK891907,7,6.0,7.0,7.0,8.0,6.0,9.0,2018-07-10,2019-01-01,5
9073,201901,IK988092,2,6.0,1.0,3.0,5.0,5.0,7.0,2018-04-11,2019-01-01,8
9081,201901,OA004129,8,8.0,8.0,6.0,9.0,8.0,8.0,2018-04-13,2019-01-01,8
9087,201901,OA023562,7,8.0,6.0,10.0,8.0,9.0,8.0,2018-06-12,2019-01-01,6
9089,201901,OA030221,4,2.0,6.0,7.0,6.0,7.0,5.0,2018-07-04,2019-01-01,5
9099,201901,OA057953,4,5.0,8.0,9.0,8.0,7.0,8.0,2018-04-08,2019-01-01,8
9100,201901,OA058104,7,7.0,7.0,8.0,7.0,10.0,6.0,2018-05-07,2019-01-01,7
9104,201901,OA068305,3,3.0,3.0,2.0,4.0,4.0,6.0,2018-05-11,2019-01-01,7
9112,201901,OA086620,9,6.0,9.0,8.0,8.0,11.0,7.0,2018-05-05,2019-01-01,7
9115,201901,OA100873,5,7.0,8.0,8.0,11.0,10.0,7.0,2018-05-10,2019-01-01,7
9124,201901,OA126055,3,2.0,2.0,6.0,5.0,4.0,9.0,2018-05-14,2019-01-01,7
9126,201901,OA131146,5,9.0,8.0,12.0,8.0,11.0,6.0,2018-06-03,2019-01-01,6
9140,201901,OA207255,4,7.0,7.0,7.0,5.0,8.0,8.0,2018-06-14,2019-01-01,6
9142,201901,OA211420,3,1.0,4.0,2.0,5.0,7.0,4.0,2018-05-03,2019-01-01,7
9150,201901,OA239766,3,5.0,4.0,5.0,3.0,7.0,8.0,2018-07-06,2019-01-01,5
9154,201901,OA245705,7,9.0,7.0,7.0,9.0,8.0,6.0,2018-07-09,2019-01-01,5
9155,201901,OA247479,5,3.0,5.0,3.0,3.0,1.0,5.0,2018-05-07,2019-01-01,7
9182,201901,OA327340,8,6.0,10.0,10.0,5.0,6.0,8.0,2018-06-06,2019-01-01,6
9184,201901,OA328771,10,7.0,8.0,7.0,8.0,9.0,6.0,2018-07-01,2019-01-01,6
9186,201901,OA332826,6,6.0,6.0,7.0,9.0,6.0,8.0,2018-06-07,2019-01-01,6
9205,201901,OA389068,9,7.0,7.0,6.0,9.0,12.0,9.0,2018-06-06,2019-01-01,6
9209,201901,OA396855,1,4.0,2.0,4.0,2.0,5.0,4.0,2018-04-13,2019-01-01,8
9210,201901,OA397694,2,2.0,4.0,2.0,6.0,3.0,6.0,2018-05-13,2019-01-01,7
9213,201901,OA402491,2,1.0,3.0,4.0,3.0,6.0,6.0,2018-05-06,2019-01-01,7
9215,201901,OA405652,2,2.0,2.0,4.0,4.0,4.0,6.0,2018-04-15,2019-01-01,8
9220,201901,OA417856,4,2.0,3.0,4.0,7.0,6.0,7.0,2018-07-13,2019-01-01,5
9222,201901,OA419926,5,2.0,4.0,2.0,5.0,5.0,3.0,2018-06-02,2019-01-01,6
9229,201901,OA441503,2,1.0,4.0,3.0,2.0,6.0,7.0,2018-05-12,2019-01-01,7
9233,201901,OA451950,1,3.0,5.0,2.0,3.0,1.0,4.0,2018-06-12,2019-01-01,6
9243,201901,OA472503,3,2.0,6.0,5.0,3.0,1.0,9.0,2018-04-08,2019-01-01,8
9247,201901,OA484337,4,3.0,5.0,4.0,7.0,3.0,4.0,2018-04-13,2019-01-01,8
9251,201901,OA500792,4,3.0,5.0,5.0,5.0,7.0,8.0,2018-07-12,2019-01-01,5
9267,201901,OA549397,6,7.0,9.0,6.0,10.0,10.0,9.0,2018-07-08,2019-01-01,5
9273,201901,OA567940,4,4.0,4.0,4.0,4.0,4.0,6.0,2018-05-07,2019-01-01,7
9278,201901,OA578672,7,9.0,6.0,10.0,9.0,9.0,9.0,2018-05-11,2019-01-01,7
9286,201901,OA613034,7,7.0,9.0,8.0,7.0,5.0,10.0,2018-07-09,2019-01-01,5
9287,201901,OA614379,1,3.0,5.0,3.0,4.0,4.0,6.0,2018-06-04,2019-01-01,6
9295,201901,OA653002,4,4.0,4.0,3.0,5.0,6.0,10.0,2018-05-12,2019-01-01,7
9297,201901,OA660152,9,6.0,4.0,7.0,9.0,10.0,9.0,2018-05-10,2019-01-01,7
9301,201901,OA669176,3,1.0,3.0,4.0,5.0,7.0,6.0,2018-06-03,2019-01-01,6
9302,201901,OA672463,5,8.0,6.0,7.0,8.0,7.0,6.0,2018-07-05,2019-01-01,5
9306,201901,OA680638,2,5.0,2.0,1.0,6.0,6.0,4.0,2018-04-11,2019-01-01,8
9307,201901,OA694533,9,10.0,7.0,9.0,7.0,6.0,8.0,2018-04-08,2019-01-01,8
9309,201901,OA695959,2,1.0,1.0,3.0,7.0,6.0,5.0,2018-05-04,2019-01-01,7
9316,201901,OA710903,1,3.0,4.0,2.0,5.0,7.0,7.0,2018-04-15,2019-01-01,8
9332,201901,OA761455,2,3.0,4.0,4.0,2.0,3.0,4.0,2018-04-09,2019-01-01,8
9345,201901,OA794712,7,7.0,6.0,8.0,7.0,10.0,7.0,2018-05-03,2019-01-01,7
9348,201901,OA802798,6,9.0,5.0,6.0,9.0,9.0,6.0,2018-05-03,2019-01-01,7
9359,201901,OA823729,1,3.0,1.0,4.0,5.0,8.0,10.0,2018-07-02,2019-01-01,5
9370,201901,OA850618,3,3.0,2.0,3.0,2.0,4.0,4.0,2018-05-10,2019-01-01,7
9377,201901,OA869840,6,8.0,7.0,9.0,8.0,10.0,6.0,2018-06-08,2019-01-01,6
9395,201901,OA947794,3,3.0,2.0,4.0,7.0,5.0,8.0,2018-07-08,2019-01-01,5
9417,201901,PL003692,8,9.0,11.0,5.0,7.0,4.0,8.0,2018-05-12,2019-01-01,7
9420,201901,PL012044,7,10.0,4.0,6.0,9.0,8.0,9.0,2018-04-14,2019-01-01,8
9422,201901,PL013000,9,9.0,6.0,7.0,7.0,7.0,9.0,2018-05-15,2019-01-01,7
9428,201901,PL031436,2,4.0,1.0,4.0,5.0,8.0,6.0,2018-06-09,2019-01-01,6
9439,201901,PL074136,2,2.0,4.0,1.0,3.0,5.0,3.0,2018-05-04,2019-01-01,7
9450,201901,PL103598,1,2.0,1.0,2.0,3.0,7.0,6.0,2018-06-03,2019-01-01,6
9461,201901,PL145577,1,4.0,3.0,2.0,6.0,4.0,7.0,2018-06-11,2019-01-01,6
9464,201901,PL148706,4,7.0,6.0,8.0,8.0,5.0,6.0,2018-05-10,2019-01-01,7
9487,201901,PL227814,3,8.0,7.0,7.0,9.0,6.0,9.0,2018-04-05,2019-01-01,8
9492,201901,PL248851,1,3.0,4.0,5.0,5.0,7.0,9.0,2018-04-03,2019-01-01,8
9502,201901,PL279584,4,9.0,6.0,9.0,5.0,9.0,10.0,2018-07-01,2019-01-01,6
9506,201901,PL300201,2,3.0,3.0,4.0,4.0,4.0,6.0,2018-05-02,2019-01-01,7
9508,201901,PL302535,6,8.0,6.0,9.0,8.0,6.0,7.0,2018-04-06,2019-01-01,8
9511,201901,PL311399,2,3.0,2.0,8.0,6.0,7.0,6.0,2018-06-02,2019-01-01,6
9516,201901,PL333517,8,7.0,7.0,6.0,7.0,6.0,6.0,2018-05-03,2019-01-01,7
9517,201901,PL337214,7,3.0,2.0,2.0,6.0,5.0,7.0,2018-07-15,2019-01-01,5
9536,201901,PL397032,1,3.0,2.0,4.0,1.0,5.0,3.0,2018-05-09,2019-01-01,7
9544,201901,PL417753,6,5.0,10.0,4.0,9.0,7.0,12.0,2018-07-05,2019-01-01,5
9546,201901,PL432893,8,6.0,8.0,6.0,7.0,8.0,7.0,2018-05-07,2019-01-01,7
9571,201901,PL512409,3,4.0,6.0,3.0,3.0,3.0,5.0,2018-05-11,2019-01-01,7
9585,201901,PL560620,8,4.0,9.0,9.0,6.0,9.0,5.0,2018-05-11,2019-01-01,7
9587,201901,PL563502,8,6.0,8.0,8.0,8.0,8.0,7.0,2018-07-01,2019-01-01,6
9596,201901,PL586396,8,9.0,8.0,9.0,10.0,8.0,7.0,2018-07-12,2019-01-01,5
9624,201901,PL666694,2,5.0,5.0,4.0,6.0,8.0,9.0,2018-07-09,2019-01-01,5
9626,201901,PL678909,6,8.0,7.0,6.0,9.0,10.0,6.0,2018-07-09,2019-01-01,5
9628,201901,PL683089,1,1.0,5.0,3.0,2.0,4.0,5.0,2018-04-08,2019-01-01,8
9643,201901,PL737511,7,3.0,4.0,4.0,5.0,8.0,9.0,2018-07-05,2019-01-01,5
9651,201901,PL754630,8,9.0,9.0,9.0,10.0,8.0,7.0,2018-06-14,2019-01-01,6
9667,201901,PL806914,2,3.0,4.0,3.0,5.0,6.0,6.0,2018-06-14,2019-01-01,6
9674,201901,PL823122,8,8.0,7.0,9.0,10.0,7.0,9.0,2018-06-03,2019-01-01,6
9678,201901,PL834061,5,6.0,6.0,6.0,7.0,6.0,6.0,2018-06-10,2019-01-01,6
9709,201901,PL907705,1,5.0,1.0,6.0,2.0,2.0,5.0,2018-05-06,2019-01-01,7
9716,201901,PL928334,2,4.0,3.0,2.0,2.0,3.0,4.0,2018-05-07,2019-01-01,7
9720,201901,PL930272,4,7.0,9.0,8.0,9.0,11.0,7.0,2018-04-01,2019-01-01,9
9725,201901,PL944541,7,8.0,6.0,9.0,7.0,6.0,11.0,2018-07-15,2019-01-01,5
9728,201901,PL959979,9,9.0,6.0,8.0,11.0,9.0,9.0,2018-05-08,2019-01-01,7
9730,201901,PL964230,8,8.0,6.0,8.0,11.0,6.0,7.0,2018-07-06,2019-01-01,5
9735,201901,PL969360,6,6.0,8.0,8.0,6.0,6.0,9.0,2018-04-11,2019-01-01,8
9750,201901,TS011777,3,3.0,3.0,5.0,6.0,6.0,9.0,2018-07-15,2019-01-01,5
9756,201901,TS023870,1,1.0,2.0,4.0,4.0,6.0,7.0,2018-05-02,2019-01-01,7
9759,201901,TS034873,5,6.0,6.0,7.0,8.0,9.0,8.0,2018-05-01,2019-01-01,8
9768,201901,TS056568,9,7.0,6.0,8.0,7.0,8.0,11.0,2018-06-12,2019-01-01,6
9774,201901,TS070436,7,8.0,5.0,8.0,10.0,10.0,7.0,2018-06-13,2019-01-01,6
9781,201901,TS094366,1,2.0,3.0,2.0,5.0,5.0,7.0,2018-06-05,2019-01-01,6
9782,201901,TS094459,2,1.0,4.0,5.0,3.0,3.0,8.0,2018-06-08,2019-01-01,6
9789,201901,TS124176,6,8.0,8.0,9.0,8.0,7.0,7.0,2018-06-04,2019-01-01,6
9806,201901,TS166191,2,3.0,5.0,3.0,3.0,9.0,5.0,2018-06-08,2019-01-01,6
9809,201901,TS173314,9,7.0,9.0,7.0,10.0,8.0,5.0,2018-06-10,2019-01-01,6
9810,201901,TS174464,5,9.0,6.0,7.0,8.0,9.0,6.0,2018-04-11,2019-01-01,8
9822,201901,TS205006,3,2.0,3.0,4.0,1.0,7.0,6.0,2018-06-15,2019-01-01,6
9825,201901,TS208637,9,9.0,5.0,8.0,9.0,8.0,8.0,2018-07-01,2019-01-01,6
9829,201901,TS219429,9,8.0,8.0,8.0,7.0,8.0,9.0,2018-06-01,2019-01-01,7
9857,201901,TS310889,8,5.0,7.0,7.0,8.0,8.0,8.0,2018-05-03,2019-01-01,7
9870,201901,TS342811,8,7.0,7.0,9.0,10.0,5.0,7.0,2018-06-02,2019-01-01,6
9878,201901,TS357747,7,8.0,10.0,9.0,7.0,8.0,8.0,2018-05-13,2019-01-01,7
9885,201901,TS369884,7,8.0,10.0,10.0,9.0,6.0,9.0,2018-07-05,2019-01-01,5
9900,201901,TS419694,11,7.0,8.0,8.0,8.0,7.0,8.0,2018-07-15,2019-01-01,5
9907,201901,TS447283,6,9.0,10.0,6.0,8.0,7.0,8.0,2018-06-07,2019-01-01,6
9908,201901,TS457036,8,8.0,4.0,10.0,6.0,6.0,11.0,2018-07-14,2019-01-01,5
9910,201901,TS466629,7,7.0,10.0,9.0,11.0,5.0,7.0,2018-06-12,2019-01-01,6
9933,201901,TS551344,2,1.0,2.0,3.0,3.0,5.0,5.0,2018-05-14,2019-01-01,7
9937,201901,TS569032,8,11.0,7.0,9.0,8.0,9.0,8.0,2018-07-07,2019-01-01,5
9949,201901,TS602789,10,7.0,6.0,10.0,6.0,5.0,10.0,2018-07-14,2019-01-01,5
9952,201901,TS617231,3,2.0,3.0,5.0,5.0,5.0,5.0,2018-05-09,2019-01-01,7
9965,201901,TS660166,1,3.0,4.0,3.0,7.0,6.0,6.0,2018-05-10,2019-01-01,7
9969,201901,TS667330,3,8.0,9.0,7.0,8.0,7.0,9.0,2018-07-11,2019-01-01,5
9989,201901,TS736914,7,10.0,7.0,7.0,8.0,8.0,7.0,2018-05-12,2019-01-01,7
9992,201901,TS752925,11,9.0,8.0,10.0,8.0,8.0,7.0,2018-06-06,2019-01-01,6
9994,201901,TS761925,2,2.0,3.0,3.0,3.0,4.0,4.0,2018-05-04,2019-01-01,7
9995,201901,TS763203,6,9.0,7.0,7.0,9.0,9.0,6.0,2018-04-13,2019-01-01,8
10000,201901,TS795349,7,6.0,10.0,8.0,8.0,6.0,1.0,2018-07-05,2019-01-01,5
10021,201901,TS855951,5,6.0,8.0,7.0,6.0,7.0,8.0,2018-07-09,2019-01-01,5
10036,201901,TS894938,1,3.0,4.0,4.0,5.0,2.0,2.0,2018-04-01,2019-01-01,9
10039,201901,TS910887,8,6.0,7.0,6.0,7.0,7.0,10.0,2018-06-07,2019-01-01,6
10041,201901,TS917520,7,10.0,6.0,5.0,7.0,8.0,10.0,2018-05-13,2019-01-01,7
10042,201901,TS917884,10,10.0,12.0,8.0,8.0,7.0,9.0,2018-07-10,2019-01-01,5
10043,201901,TS921837,3,4.0,2.0,6.0,5.0,3.0,4.0,2018-06-04,2019-01-01,6
10055,201901,TS949361,5,5.0,8.0,7.0,11.0,6.0,10.0,2018-06-13,2019-01-01,6
10056,201901,TS951395,3,5.0,1.0,2.0,7.0,5.0,8.0,2018-07-07,2019-01-01,5
10063,201901,TS964483,5,6.0,9.0,8.0,8.0,8.0,11.0,2018-06-01,2019-01-01,7
10069,201901,TS977703,6,7.0,5.0,8.0,8.0,8.0,8.0,2018-04-15,2019-01-01,8
10070,201901,TS978415,7,6.0,10.0,8.0,6.0,10.0,14.0,2018-07-06,2019-01-01,5
10079,201902,AS008805,6,1.0,5.0,3.0,2.0,2.0,5.0,2018-06-07,2019-02-01,7
10081,201902,AS015233,4,9.0,9.0,7.0,7.0,9.0,11.0,2018-05-13,2019-02-01,8
10086,201902,AS025956,3,1.0,1.0,4.0,4.0,5.0,7.0,2018-05-09,2019-02-01,8
10108,201902,AS100947,5,9.0,8.0,8.0,9.0,6.0,8.0,2018-05-12,2019-02-01,8
10114,201902,AS115629,4,4.0,1.0,3.0,4.0,4.0,3.0,2018-07-04,2019-02-01,6
10135,201902,AS197200,7,8.0,9.0,9.0,12.0,6.0,8.0,2018-04-15,2019-02-01,9
10137,201902,AS210576,4,4.0,5.0,4.0,2.0,2.0,5.0,2018-07-01,2019-02-01,7
10138,201902,AS211303,7,7.0,6.0,10.0,8.0,9.0,11.0,2018-08-12,2019-02-01,5
10141,201902,AS212132,2,1.0,2.0,2.0,3.0,4.0,5.0,2018-06-07,2019-02-01,7
10143,201902,AS217722,6,6.0,7.0,7.0,7.0,11.0,8.0,2018-06-10,2019-02-01,7
10175,201902,AS345469,3,2.0,1.0,5.0,1.0,3.0,5.0,2018-04-12,2019-02-01,9
10198,201902,AS441031,2,1.0,3.0,6.0,4.0,4.0,8.0,2018-08-15,2019-02-01,5
10205,201902,AS460629,6,9.0,7.0,8.0,9.0,7.0,8.0,2018-07-14,2019-02-01,6
10214,201902,AS471761,4,6.0,7.0,8.0,8.0,7.0,8.0,2018-06-13,2019-02-01,7
10226,201902,AS517285,7,8.0,9.0,9.0,10.0,6.0,10.0,2018-07-03,2019-02-01,6
10231,201902,AS546422,3,3.0,4.0,3.0,1.0,5.0,7.0,2018-04-10,2019-02-01,9
10250,201902,AS609865,8,7.0,6.0,6.0,9.0,8.0,8.0,2018-06-12,2019-02-01,7
10251,201902,AS610675,6,8.0,6.0,9.0,7.0,8.0,11.0,2018-08-11,2019-02-01,5
10252,201902,AS611649,9,9.0,7.0,8.0,9.0,7.0,8.0,2018-07-12,2019-02-01,6
10262,201902,AS628722,1,3.0,5.0,2.0,3.0,5.0,4.0,2018-04-15,2019-02-01,9
10272,201902,AS654830,6,6.0,5.0,7.0,6.0,8.0,9.0,2018-06-12,2019-02-01,7
10278,201902,AS677499,2,3.0,3.0,4.0,6.0,8.0,10.0,2018-08-05,2019-02-01,5
10291,201902,AS722697,3,2.0,3.0,2.0,5.0,6.0,7.0,2018-07-08,2019-02-01,6
10302,201902,AS748245,3,3.0,3.0,3.0,2.0,5.0,6.0,2018-06-03,2019-02-01,7
10306,201902,AS760415,7,7.0,8.0,9.0,12.0,10.0,7.0,2018-07-12,2019-02-01,6
10322,201902,AS814353,7,9.0,7.0,7.0,9.0,9.0,11.0,2018-05-05,2019-02-01,8
10324,201902,AS822877,6,7.0,7.0,7.0,6.0,7.0,10.0,2018-06-02,2019-02-01,7
10329,201902,AS847598,9,9.0,6.0,7.0,8.0,6.0,11.0,2018-08-10,2019-02-01,5
10330,201902,AS854424,3,5.0,1.0,2.0,5.0,4.0,5.0,2018-06-09,2019-02-01,7
10331,201902,AS854458,3,4.0,2.0,2.0,3.0,4.0,10.0,2018-07-03,2019-02-01,6
10333,201902,AS859775,7,7.0,7.0,8.0,8.0,12.0,9.0,2018-06-10,2019-02-01,7
10344,201902,AS886872,6,7.0,8.0,5.0,11.0,8.0,7.0,2018-04-12,2019-02-01,9
10348,201902,AS904548,7,8.0,9.0,8.0,6.0,5.0,8.0,2018-08-07,2019-02-01,5
10349,201902,AS914120,3,3.0,2.0,7.0,7.0,3.0,9.0,2018-07-06,2019-02-01,6
10356,201902,AS935662,3,2.0,5.0,4.0,3.0,9.0,9.0,2018-08-09,2019-02-01,5
10367,201902,AS972005,2,4.0,5.0,3.0,3.0,4.0,4.0,2018-07-07,2019-02-01,6
10371,201902,AS987950,8,7.0,7.0,8.0,7.0,7.0,8.0,2018-08-02,2019-02-01,5
10376,201902,AS993100,7,8.0,12.0,7.0,10.0,9.0,7.0,2018-08-04,2019-02-01,5
10382,201902,GD001932,6,2.0,3.0,2.0,7.0,6.0,7.0,2018-05-04,2019-02-01,8
10405,201902,GD082530,7,8.0,7.0,7.0,8.0,7.0,10.0,2018-05-13,2019-02-01,8
10411,201902,GD098851,3,2.0,4.0,2.0,7.0,5.0,6.0,2018-04-12,2019-02-01,9
10429,201902,GD152773,6,8.0,8.0,9.0,9.0,8.0,7.0,2018-08-07,2019-02-01,5
10434,201902,GD172229,3,2.0,2.0,5.0,3.0,6.0,7.0,2018-08-11,2019-02-01,5
10441,201902,GD192337,7,8.0,9.0,8.0,8.0,7.0,8.0,2018-07-15,2019-02-01,6
10442,201902,GD192754,1,4.0,2.0,5.0,3.0,3.0,6.0,2018-06-06,2019-02-01,7
10445,201902,GD203795,1,3.0,3.0,2.0,2.0,6.0,7.0,2018-05-09,2019-02-01,8
10447,201902,GD210507,1,3.0,4.0,5.0,3.0,5.0,6.0,2018-04-11,2019-02-01,9
10463,201902,GD259467,4,5.0,4.0,5.0,6.0,9.0,8.0,2018-08-11,2019-02-01,5
10464,201902,GD260951,5,10.0,6.0,5.0,10.0,9.0,9.0,2018-08-07,2019-02-01,5
10471,201902,GD289362,6,8.0,9.0,7.0,7.0,10.0,7.0,2018-05-04,2019-02-01,8
10472,201902,GD292406,3,2.0,7.0,4.0,6.0,7.0,9.0,2018-07-06,2019-02-01,6
10478,201902,GD309433,2,3.0,3.0,3.0,2.0,2.0,5.0,2018-05-13,2019-02-01,8
10480,201902,GD314208,3,3.0,3.0,4.0,2.0,6.0,5.0,2018-06-12,2019-02-01,7
10484,201902,GD324324,4,2.0,2.0,1.0,3.0,6.0,5.0,2018-06-15,2019-02-01,7
10485,201902,GD325851,3,7.0,9.0,8.0,8.0,8.0,6.0,2018-04-13,2019-02-01,9
10493,201902,GD362869,2,2.0,6.0,4.0,1.0,5.0,6.0,2018-07-10,2019-02-01,6
